high_school,romanian_grade,county,specialisation,profile_exam_name,profile_exam_grade,optional_exam_name,optional_exam_grade,passed
" COLEGIUL NATIONAL ""GHEORGHE VRANCEANU"" BACAU",9.65, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, FIZICA TEO,9.8,True
" COLEGIUL NATIONAL ""GHEORGHE SINCAI"" BAIA MARE",9.45, MM, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.95," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.9,True
 COLEGIUL NATIONAL DE ARTE Ă˘â‚¬â„˘REGINA MARIAĂ˘â‚¬â„˘ CONSTANTA,9.6, CT, ARTE PLASTICE SI DECORATIVE, ISTORIE,10.0, PSIHOLOGIE,9.7,True
" COLEGIUL NATIONAL ""SILVANIA"" ZALAU",9.8, SJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.65,True
" LICEUL TEORETIC ""DIMITRIE CANTEMIR"", IASI",9.5, IS, STIINTE SOCIALE, ISTORIE,10.0, GEOGRAFIE,9.8,True
" SEMINARUL TEOLOGIC ORTODOX ""SF.IOAN GURA DE AUR"" SLOBOZIA",9.6, IL, TEOLOGIE ORTODOXA, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.7,True
" COLEGIUL NATIONAL ""EMIL RACOVITA"" CLUJ-NAPOCA",9.3, CJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,10.0,True
" LICEUL TEORETIC ""PAVEL DAN"" CAMPIA TURZII",9.7, CJ, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.6," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""MATEI BASARAB""",9.3, B, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" LICEUL TEHNOLOGIC ""NICOLAE IORGA"", ORAS NEGRESTI",10.0, VS, FILOLOGIE, ISTORIE,9.5," LOGICA, ARGUMENTARE SI COMUNICARE",9.8,True
" COLEGIUL NATIONAL ""AL.I.CUZA"" CORABIA",9.7, OT, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.6,True
" LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" FLAMINZI",9.6, BT, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.7,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU""",9.55, B, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.75,True
" COLEGIUL NATIONAL ""VASILE ALECSANDRI"", LOCALITATEA GALATI",9.5, GL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL"" SLOBOZIA",10.0, IL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.75, FIZICA TEO,9.55,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL""",10.0, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.65, CHIMIE ORGANICA TEO NIVEL I/II,9.65,True
" COLEGIUL NATIONAL BILINGV ""GEORGE COSBUC""",9.65, B, FILOLOGIE, ISTORIE,9.95, PSIHOLOGIE,9.7,True
" LICEUL TEORETIC ""ION MIHALACHE"" TOPOLOVENI",9.8, AG, STIINTE SOCIALE, ISTORIE,9.8, GEOGRAFIE,9.7,True
" COLEGIUL NATIONAL ""COSTACHE NEGRI"", LOCALITATEA GALATI",9.9, GL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.4, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""SFANTUL SAVA""",9.5, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.8,True
" COLEGIUL ECONOMIC ""ION GHICA"" TARGOVISTE",9.7, DB, TEHNICIAN IN ACTIVITATI ECONOMICE, MATEMATICA TEHN,10.0, GEOGRAFIE,9.6,True
" LICEUL TEORETIC ""GHEORGHE SINCAI"" CLUJ-NAPOCA",9.3, CJ, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" LICEUL TEORETIC ""PETRU CERCEL"" TARGOVISTE",9.5, DB, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.8,True
" COLEGIUL NATIONAL DE INFORMATICA ""TUDOR VIANU""",9.3, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE SINCAI"" BAIA MARE",9.7, MM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.6," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""ALEXANDRU IOAN CUZA"" ALEXANDRIA",9.4, TR, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""PETRU RARES"" BECLEAN",9.3, BN, TEHNICIAN IN ACTIVITATI ECONOMICE, MATEMATICA TEHN,10.0, GEOGRAFIE,10.0,True
" COLEGIUL PEDAGOGIC ""VASILE LUPU"", IASI",9.6, IS, TEOLOGIE ROMANO-CATOLICA, ISTORIE,9.7, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL DE INFORMATICA MATEI BASARAB, MUN. RM. VALCEA",9.3, VL, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" LICEUL TEORETIC ""MIRCEA ELIADE"" LUPENI",10.0, HD, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.3," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""ION MINULESCU"" SLATINA",9.55, OT, FILOLOGIE, ISTORIE,9.75," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" LICEUL TEORETIC ""DUNAREA"", LOCALITATEA GALATI",9.5, GL, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.8," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
 LICEUL TEORETIC Ă˘â‚¬â„˘TRAIANĂ˘â‚¬â„˘ CONSTANTA,9.5, CT, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.8," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""SFANTUL SAVA""",9.4, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.9,True
" COLEGIUL NATIONAL ""GEORGE COSBUC"" CLUJ-NAPOCA",9.3, CJ, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" LICEUL TEORETIC ""MIHAIL KOGALNICEANU"", MUN. VASLUI",9.4, VS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.9,True
" COLEGIUL NATIONAL ""ION MAIORESCU"" GIURGIU",9.4, GR, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""ION CREANGA""",9.6, B, FILOLOGIE, ISTORIE,10.0, SOCIOLOGIE,9.7,True
" COLEGIUL NATIONAL ""CAROL I"" CRAIOVA",9.3, DJ, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL ""ANDREI MURESANU"" BISTRITA",9.4, BN, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.9,True
 LICEUL TEOLOGIC PENTICOSTAL LOGOS MUN.TIMISOARA,9.3, TM, TEOLOGIE PENTICOSTALA, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""STEFAN CEL MARE"", ORAS TARGU NEAMT",9.8, NT, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.5,True
" LICEUL DE ARTE ""CONSTANTIN BRAILOIU"" TG-JIU",9.6, GJ," ARHITECTURA, ARTE AMBIENTALE SI DESIGN", ISTORIE,10.0, GEOGRAFIE,9.7,True
" COLEGIUL NATIONAL ""MIHAIL KOGALNICEANU"", LOCALITATEA GALATI",9.6, GL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, INFORMATICA MI C/C++,9.9,True
" COLEGIUL NATIONAL ""GHEORGHE SINCAI"" BAIA MARE",9.4, MM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.9,True
 LICEUL TEORETIC CAREI,9.3, SM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""CUZA VODA"", MUN. HUSI",9.4, VS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.9,True
" COLEGIUL NATIONAL ""EMIL RACOVITA"", IASI",9.8, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.5,True
" COLEGIUL NATIONAL Ă˘â‚¬ĹľTRAIAN LALESCU"" RESITA",9.5, CS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE VRANCEANU"" BACAU",9.9, BC, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.4," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" LICEUL TEORETIC ""PETRU RARES"" TARGU LAPUS",9.3, MM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""HOREA CLOSCA SI CRISAN"" ALBA IULIA",9.5, AB, FILOLOGIE, ISTORIE,9.8, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""GH. ROSCA CODREANU"", MUN. BARLAD",9.7, VS, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.6,True
" COLEGIUL NATIONAL ""SILVANIA"" ZALAU",9.35, SJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.95,True
" LICEUL TEORETIC ""GRIGORE MOISIL"" TULCEA",9.6, TL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.7,True
" LICEUL TEORETIC BILINGV ""MIGUEL DE CERVANTES""",9.6, B, FILOLOGIE, ISTORIE,9.7," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" LICEUL TEORETIC ""MIHAI VITEAZUL"" CARACAL",9.5, OT, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.8,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL""",9.3, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU"" BAIA MARE",9.5, MM, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.8,True
" COLEGIUL NATIONAL ""VASILE ALECSANDRI"", LOCALITATEA GALATI",9.75, GL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.55, FIZICA TEO,10.0,True
" LICEUL TEHNOLOGIC ""AUREL RAINU"" FIENI",9.3, DB, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,10.0,True
 COLEGIUL NATIONAL Ă˘â‚¬â„˘MIRCEA CEL BATRANĂ˘â‚¬â„˘ CONSTANTA,9.7, CT, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.6,True
" COLEGIUL NATIONAL ""ALEXANDRU IOAN CUZA"", MUNICIPIUL PLOIESTI",9.55, PH, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.85, CHIMIE ORGANICA TEO NIVEL I/II,9.9,True
" COLEGIUL NATIONAL ""TRAIAN""",10.0, MH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.3,True
" COLEGIUL NATIONAL ""GRIGORE MOISIL"" ONESTI",9.5, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""TITU MAIORESCU"" AIUD",9.75, AB, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, FIZICA TEO,9.7,True
" LICEUL TEORETIC ""VASILE ALECSANDRI"", IASI",9.4, IS, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.9,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL"", MUNICIPIUL PLOIESTI",9.35, PH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.95, BIOLOGIE VEGETALA SI ANIMALA,10.0,True
 COLEGIUL NATIONAL 'DR. IOAN MESOTA' BRASOV,9.45, BV, FILOLOGIE, ISTORIE,9.85," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""ION LUCA CARAGIALE"", MUNICIPIUL PLOIESTI",9.5, PH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.8,True
" COLEGIUL NATIONAL PEDAGOGIC ""MIRCEA SCARLAT"" ALEXANDRIA",9.7, TR, INVATATOR - EDUCATOARE, MATEMATICA PED,9.9, GEOGRAFIE,9.7,True
" COLEGIUL TEHNIC ""GHEORGHE ASACHI"" ONESTI",10.0, BC, TEHNICIAN IN ACTIVITATI ECONOMICE, MATEMATICA TEHN,9.5, GEOGRAFIE,9.8,True
" LICEUL TEORETIC ""OCTAVIAN GOGA"" HUEDIN",9.45, CJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, CHIMIE ANORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL MILITAR ""MIHAI VITEAZUL"" ALBA IULIA",9.7, AB, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.75, FIZICA TEO,9.85,True
" COLEGIUL NATIONAL ""UNIREA"" FOCSANI",9.5, VN, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.8,True
" LICEUL ""RADU PETRESCU"" PRUNDU BIRGAULUI",9.8, BN, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.5," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" LICEUL TEORETIC ""ION MIHALACHE"" TOPOLOVENI",9.5, AG, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.8,True
" LICEUL TEORETIC ""CAROL I"" FETESTI",9.3, IL, FILOLOGIE, ISTORIE,10.0, ECONOMIE,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE LAZAR""",10.0, B, STIINTE SOCIALE, ISTORIE,9.4," LOGICA, ARGUMENTARE SI COMUNICARE",9.9,True
" COLEGIUL NATIONAL ""MOISE NICOARA"" ARAD",9.3, AR, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, INFORMATICA SN C/C++,10.0,True
" COLEGIUL NATIONAL ""SFANTUL SAVA""",9.8, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.5,True
" COLEGIUL NATIONAL ""UNIREA"" TIRGU MURES",10.0, MS, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.3,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU"" BOTOSANI",9.8, BT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.5,True
" COLEGIUL NATIONAL ""IOAN SLAVICI"" SATU MARE",9.5, SM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.8,True
" COLEGIUL NATIONAL ""ALEXANDRU PAPIU ILARIAN"" TIRGU MURES",9.6, MS, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.7,True
" COLEGIUL NATIONAL ""IULIA HASDEU""",9.55, B, FILOLOGIE, ISTORIE,10.0, SOCIOLOGIE,9.75,True
" LICEUL TEORETIC ""OCTAVIAN GOGA"" HUEDIN",9.35, CJ, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.7," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""VASILE ALECSANDRI"", LOCALITATEA GALATI",9.8, GL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.5,True
" COLEGIUL NATIONAL, IASI",10.0, IS, FILOLOGIE, ISTORIE,9.6, GEOGRAFIE,9.7,True
" COLEGIUL NATIONAL ""PETRU RARES"" SUCEAVA",9.75, SV, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.75, CHIMIE ORGANICA TEO NIVEL I/II,9.8,True
" LICEUL TEORETIC ""MIHAIL KOGALNICEANU"", MUN. VASLUI",9.3, VS, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL, IASI",10.0, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.6, FIZICA TEO,9.7,True
" LICEUL TEORETIC ""STEFAN CEL MARE"" MUNICIPIUL RAMNICU SARAT",9.6, BZ, STIINTE SOCIALE, ISTORIE,9.7," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL""",9.3, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""HOREA CLOSCA SI CRISAN"" ALBA IULIA",9.7, AB, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.6, BIOLOGIE VEGETALA SI ANIMALA,10.0,True
" LICEUL PEDAGOGIC ""REGELE FERDINAND"" SIGHETU MARMATIEI",9.5, MM, INVATATOR - EDUCATOARE, MATEMATICA PED,9.8," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""OCTAVIAN GOGA"" MIERCUREA CIUC",9.7, HR, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.6,True
" COLEGIUL NATIONAL ""ROMAN VODA"", MUNICIPIUL ROMAN",10.0, NT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.5, INFORMATICA MI C/C++,9.8,True
" LICEUL TEORETIC ""ONISIFOR GHIBU"" ORADEA",9.6, BH, FILOLOGIE, ISTORIE,9.8," LOGICA, ARGUMENTARE SI COMUNICARE",9.9,True
" COLEGIUL NATIONAL ""GEORGE COSBUC"" MOTRU",9.7, GJ, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.6,True
" COLEGIUL NATIONAL ""AVRAM IANCU"" CIMPENI",9.3, AB, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE SINCAI"" BAIA MARE",9.8, MM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.5,True
" LICEUL TEHNOLOGIC ""COSTACHE CONACHI"", COMUNA PECHEA",9.4, GL, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.9," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL"" SLOBOZIA",10.0, IL, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.3," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
 COLEGIUL NATIONAL Ă˘â‚¬â„˘MIRCEA CEL BATRANĂ˘â‚¬â„˘ CONSTANTA,9.65, CT, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.65,True
" COLEGIUL NATIONAL ""GHEORGHE SINCAI"" BAIA MARE",9.5, MM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.8,True
" COLEGIUL NATIONAL DE INFORMATICA ""TUDOR VIANU""",9.3, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""LIVIU REBREANU"" BISTRITA",10.0, BN, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.5," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.8,True
" COLEGIUL NATIONAL ""VLAICU VODA"" CURTEA DE ARGES",9.6, AG, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, CHIMIE ORGANICA TEO NIVEL I/II,9.9,True
" LICEUL TEORETIC ""EMIL RACOVITA"", MUN. VASLUI",9.5, VS, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.8," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
 COLEGIUL NATIONAL 'DR. IOAN MESOTA' BRASOV,10.0, BV, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.5, FIZICA TEO,9.8,True
 COLEGIUL NATIONAL Ă˘â‚¬â„˘MIRCEA CEL BATRANĂ˘â‚¬â„˘ CONSTANTA,9.3, CT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" LICEUL TEORETIC ""MIHAIL KOGALNICEANU"", MUN. VASLUI",9.3, VS, STIINTE SOCIALE, ISTORIE,10.0, ECONOMIE,10.0,True
" COLEGIUL NATIONAL ""LIVIU REBREANU"" BISTRITA",9.6, BN, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.7, CHIMIE ANORGANICA TEO NIVEL I/II,10.0,True
" LICEUL TEHNOLOGIC ""NICOLAE IORGA"", ORAS NEGRESTI",9.4, VS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""CALISTRAT HOGAS"", MUNICIPIUL PIATRA-NEAMT",9.8, NT, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.5,True
" COLEGIUL NATIONAL ""UNIREA"" FOCSANI",9.5, VN, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""ROMAN VODA"", MUNICIPIUL ROMAN",9.6, NT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.7, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""ZINCA GOLESCU"" PITESTI",9.8, AG, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, FIZICA TEO,9.6,True
" LICEUL TEHNOLOGIC ""CLISURA DUNARII"" MOLDOVA NOUA",9.5, CS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""RADU GRECEANU"" SLATINA",9.3, OT, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""ION CREANGA""",9.7, B, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.6,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL""",10.0, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.6, FIZICA TEO,9.7,True
" COLEGIUL NATIONAL ""PETRU RARES"", MUNICIPIUL PIATRA-NEAMT",9.3, NT, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""INOCHENTIE MICU CLAIN"" BLAJ",9.6, AB, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.7," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""GHEORGHE SINCAI""",9.3, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE LAZAR""",9.3, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" LICEUL TEORETIC ""GHEORGHE SINCAI"" CLUJ-NAPOCA",9.3, CJ, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" LICEUL TEORETIC ""O.C.TASLAUANU"" TOPLITA",9.5, HR, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.8," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL TEHNIC ""DIMITRIE GHIKA"" COMANESTI",9.5, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL""",9.6, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.7,True
 LICEUL TEORETIC INTERNATIONAL DE INFORMATICA CONSTANTA,9.6, CT, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.7," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" LICEUL DE ARTE ""I.ST.PAULIAN""",10.0, MH, ARTE PLASTICE SI DECORATIVE, ISTORIE,9.4, GEOGRAFIE,9.9,True
" COLEGIUL NATIONAL ""ZINCA GOLESCU"" PITESTI",9.3, AG, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""ELENA CUZA""",9.45, B, FILOLOGIE, ISTORIE,9.85," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""VASILE ALECSANDRI"" BACAU",10.0, BC, STIINTE SOCIALE, ISTORIE,9.8," LOGICA, ARGUMENTARE SI COMUNICARE",9.5,True
" COLEGIUL NATIONAL, IASI",9.7, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, INFORMATICA MI C/C++,9.7,True
